1.775,1.277
1.775,1.283
1.775,1.29
1.775,1.297
1.775,1.304
1.775,1.311
1.775,1.318
1.775,1.328
1.775,1.338
1.775,1.348
1.775,1.358
1.775,1.368
1.775,1.378
1.775,1.388
1.775,1.398
1.775,1.4
1.775,1.41
1.775,1.42
1.775,1.43
1.775,1.44
1.775,1.45
1.775,1.46
1.775,1.47
1.775,1.48
1.775,1.49
1.775,1.5
1.775,1.51
1.775,1.52
1.775,1.53
1.775,1.54
1.775,1.55
1.775,1.56
1.775,1.57
1.775,1.58
1.775,1.59
1.775,1.6
1.775,1.61
1.775,1.62
1.775,1.63
1.775,1.64
1.775,1.65
1.775,1.66
1.775,1.67
1.775,1.68
1.775,1.69
1.775,1.7
1.775,1.71
1.775,1.72
1.775,1.73
1.775,1.74
1.775,1.75
1.775,1.76
1.775,1.77
1.775,1.78
1.775,1.79
1.775,1.8
1.775,1.81
1.775,1.82
1.775,1.83
1.775,1.84
1.775,1.85
1.775,1.86
1.776,1.256
1.776,1.263
1.776,1.27
1.776,1.87
1.776,1.88
1.776,1.89
1.777,1.242
1.777,1.249
1.777,1.9
1.778,1.235
1.778,1.91
1.779,1.227
1.779,1.919
1.78,1.22
1.78,1.929
1.781,1.213
1.781,1.939
1.782,1.206
1.782,1.949
1.783,1.198
1.784,1.959
1.785,1.191
1.785,1.969
1.786,1.183
1.787,1.978
1.788,1.176
1.789,1.988
1.79,1.168
1.791,1.998
1.792,1.161
1.793,2.008
1.794,1.153
1.795,2.017
1.796,1.145
1.798,2.027
1.799,1.137
1.8,2.036
1.801,1.13
1.803,2.046
1.804,1.122
1.806,2.056
1.807,1.114
1.809,2.065
1.81,1.106
1.812,2.074
1.813,1.098
1.815,2.084
1.816,1.089
1.818,2.093
1.82,1.081
1.822,2.102
1.824,1.073
1.825,2.112
1.827,1.065
1.829,2.121
1.831,1.056
1.833,2.13
1.835,1.048
1.837,2.139
1.8399999999999999,1.04
1.841,2.148
1.8439999999999999,1.031
1.845,2.157
1.8479999999999999,1.023
1.8499999999999999,2.166
1.853,1.014
1.8539999999999999,2.175
1.8579999999999999,1.006
1.859,2.184
1.863,0.997
1.8639999999999999,2.192
1.8679999999999999,0.989
1.869,2.201
1.873,0.98
1.8739999999999999,2.21
1.878,0.972
1.879,2.218
1.884,2.227
1.889,2.235
1.895,2.243
1.9,2.252
1.906,2.26
1.912,2.268
1.918,2.276
1.924,2.284
1.93,2.291
1.936,2.299
1.942,2.307
1.949,2.314
1.9549999999999998,2.322
1.962,2.329
1.9689999999999999,2.336
1.976,2.344
1.9829999999999999,2.351
1.99,2.358
1.9969999999999999,2.364
2.004,2.371
2.012,2.378
2.019,2.384
2.027,2.391
2.0340000000000003,2.397
2.0420000000000003,2.404
2.0500000000000003,2.41
2.0580000000000003,2.416
2.0660000000000003,2.422
2.0740000000000003,2.427
2.082,2.433
2.09,2.439
2.098,2.444
2.107,2.449
2.115,2.455
2.124,2.46
2.132,2.465
2.141,2.47
2.15,2.474
2.158,2.479
2.1670000000000003,2.484
2.176,2.488
2.185,2.492
2.194,2.496
